20220712	geo.lat	number
20220712	geo.long	number
20220712	inv.blockperhour	number
20220712	inv.invperhour	number
20220712	inv.meandelayblock	number
20220712	inv.meandelay	number
20220712	inv.txperhour	number
20220712	ip.tunnelclient	string
20220712	ip.tunnel	string
20220712	ip.version	number
20220712	lastConnect	string
20220712	latency.btc.count	number
20220712	latency.btc.mean	number
20220712	latency.btc.median	number
20220712	latency.btc.variance	number
20220712	latency.icmp.count	number
20220712	latency.icmp.mean	number
20220712	latency.icmp.median	number
20220712	latency.icmp.variance	number
20220712	services	number
20220712	versionid	number
20220712	versionstr	string
20220712	whois.asn_country_code	null
20220712	whois.asn_country_code	string
20220712	whois.asn	null
20220712	whois.asn	string
20220712	whois.name	string
