20241101	geo.lat	number
20241101	geo.long	number
20241101	inv.blockperhour	number
20241101	inv.invperhour	number
20241101	inv.meandelayblock	number
20241101	inv.meandelay	number
20241101	inv.txperhour	number
20241101	ip.tunnelclient	string
20241101	ip.tunnel	string
20241101	ip.version	number
20241101	lastConnect	string
20241101	latency.btc.count	number
20241101	latency.btc.mean	number
20241101	latency.btc.median	number
20241101	latency.btc.variance	number
20241101	latency.icmp.count	number
20241101	latency.icmp.mean	number
20241101	latency.icmp.median	number
20241101	latency.icmp.variance	number
20241101	services	number
20241101	versionid	number
20241101	versionstr	string
20241101	whois.asn_country_code	string
20241101	whois.asn	string
20241101	whois.name	string
