20241028	geo.lat	number
20241028	geo.long	number
20241028	inv.blockperhour	number
20241028	inv.invperhour	number
20241028	inv.meandelayblock	number
20241028	inv.meandelay	number
20241028	inv.txperhour	number
20241028	ip.tunnelclient	string
20241028	ip.tunnel	string
20241028	ip.version	number
20241028	lastConnect	string
20241028	latency.btc.count	number
20241028	latency.btc.mean	number
20241028	latency.btc.median	number
20241028	latency.btc.variance	number
20241028	latency.icmp.count	number
20241028	latency.icmp.mean	number
20241028	latency.icmp.median	number
20241028	latency.icmp.variance	number
20241028	services	number
20241028	versionid	number
20241028	versionstr	string
20241028	whois.asn_country_code	string
20241028	whois.asn	string
20241028	whois.name	string
