20180101	geo.lat	number
20180101	geo.long	number
20180101	ip.tunnelclient	string
20180101	ip.tunnelserver	string
20180101	ip.tunnel	string
20180101	ip.version	number
20180101	lastConnect	string
20180101	latency.btc.count	number
20180101	latency.btc.mean	number
20180101	latency.btc.median	number
20180101	latency.btc.variance	number
20180101	latency.icmp.count	number
20180101	latency.icmp.mean	number
20180101	latency.icmp.median	number
20180101	latency.icmp.variance	number
20180101	services	number
20180101	versionid	number
20180101	versionstr	string
20180101	whois.asn_country_code	string
20180101	whois.asn	string
20180101	whois.name	null
20180101	whois.name	string
