20170907	geo.lat	number
20170907	geo.long	number
20170907	ip.tunnelclient	string
20170907	ip.tunnelserver	string
20170907	ip.tunnel	string
20170907	ip.version	number
20170907	lastConnect	string
20170907	latency.btc.count	number
20170907	latency.btc.mean	number
20170907	latency.btc.median	number
20170907	latency.btc.variance	number
20170907	latency.icmp.count	number
20170907	latency.icmp.mean	number
20170907	latency.icmp.median	number
20170907	latency.icmp.variance	number
20170907	services	null
20170907	services	number
20170907	versionid	null
20170907	versionid	number
20170907	versionstr	string
20170907	whois.asn_country_code	string
20170907	whois.asn	string
20170907	whois.name	null
20170907	whois.name	string
