20191103	geo.lat	number
20191103	geo.long	number
20191103	inv.blockperhour	number
20191103	inv.invperhour	number
20191103	inv.meandelayblock	number
20191103	inv.meandelay	number
20191103	inv.txperhour	number
20191103	ip.tunnelclient	string
20191103	ip.tunnel	string
20191103	ip.version	number
20191103	lastConnect	string
20191103	latency.btc.count	number
20191103	latency.btc.mean	number
20191103	latency.btc.median	number
20191103	latency.btc.variance	number
20191103	latency.icmp.count	number
20191103	latency.icmp.mean	number
20191103	latency.icmp.median	number
20191103	latency.icmp.variance	number
20191103	services	number
20191103	versionid	number
20191103	versionstr	string
20191103	whois.asn_country_code	null
20191103	whois.asn_country_code	string
20191103	whois.asn	null
20191103	whois.asn	string
20191103	whois.name	null
20191103	whois.name	string
