20210305	geo.lat	number
20210305	geo.long	number
20210305	inv.blockperhour	number
20210305	inv.invperhour	number
20210305	inv.meandelayblock	number
20210305	inv.meandelay	number
20210305	inv.txperhour	number
20210305	ip.tunnelclient	string
20210305	ip.tunnel	string
20210305	ip.version	number
20210305	lastConnect	string
20210305	latency.btc.count	number
20210305	latency.btc.mean	number
20210305	latency.btc.median	number
20210305	latency.btc.variance	number
20210305	latency.icmp.count	number
20210305	latency.icmp.mean	number
20210305	latency.icmp.median	number
20210305	latency.icmp.variance	number
20210305	services	number
20210305	versionid	number
20210305	versionstr	string
20210305	whois.asn_country_code	null
20210305	whois.asn_country_code	string
20210305	whois.asn	null
20210305	whois.asn	string
20210305	whois.name	string
