20250203	geo.lat	number
20250203	geo.long	number
20250203	inv.blockperhour	number
20250203	inv.invperhour	number
20250203	inv.meandelayblock	number
20250203	inv.meandelay	number
20250203	inv.txperhour	number
20250203	ip.tunnelclient	string
20250203	ip.tunnel	string
20250203	ip.version	number
20250203	lastConnect	string
20250203	latency.btc.count	number
20250203	latency.btc.mean	number
20250203	latency.btc.median	number
20250203	latency.btc.variance	number
20250203	services	number
20250203	versionid	number
20250203	versionstr	string
20250203	whois.asn_country_code	string
20250203	whois.asn	string
20250203	whois.name	string
