20200211	geo.lat	number
20200211	geo.long	number
20200211	inv.blockperhour	number
20200211	inv.invperhour	number
20200211	inv.meandelayblock	number
20200211	inv.meandelay	number
20200211	inv.txperhour	number
20200211	ip.tunnelclient	string
20200211	ip.tunnel	string
20200211	ip.version	number
20200211	lastConnect	string
20200211	latency.btc.count	number
20200211	latency.btc.mean	number
20200211	latency.btc.median	number
20200211	latency.btc.variance	number
20200211	latency.icmp.count	number
20200211	latency.icmp.mean	number
20200211	latency.icmp.median	number
20200211	latency.icmp.variance	number
20200211	services	number
20200211	versionid	number
20200211	versionstr	string
20200211	whois.asn_country_code	string
20200211	whois.asn	string
20200211	whois.name	null
20200211	whois.name	string
