20250517	geo.lat	number
20250517	geo.long	number
20250517	inv.blockperhour	number
20250517	inv.invperhour	number
20250517	inv.meandelayblock	number
20250517	inv.meandelay	number
20250517	inv.txperhour	number
20250517	ip.tunnelclient	string
20250517	ip.tunnel	string
20250517	ip.version	number
20250517	lastConnect	string
20250517	latency.btc.count	number
20250517	latency.btc.mean	number
20250517	latency.btc.median	number
20250517	latency.btc.variance	number
20250517	latency.icmp.count	number
20250517	latency.icmp.mean	number
20250517	latency.icmp.median	number
20250517	latency.icmp.variance	number
20250517	services	number
20250517	versionid	number
20250517	versionstr	string
20250517	whois.asn_country_code	string
20250517	whois.asn	string
20250517	whois.name	string
