20171113	geo.lat	number
20171113	geo.long	number
20171113	ip.tunnelclient	string
20171113	ip.tunnelserver	string
20171113	ip.tunnel	string
20171113	ip.version	number
20171113	lastConnect	string
20171113	latency.btc.count	number
20171113	latency.btc.mean	number
20171113	latency.btc.median	number
20171113	latency.btc.variance	number
20171113	latency.icmp.count	number
20171113	latency.icmp.mean	number
20171113	latency.icmp.median	number
20171113	latency.icmp.variance	number
20171113	services	null
20171113	services	number
20171113	versionid	null
20171113	versionid	number
20171113	versionstr	string
20171113	whois.asn_country_code	string
20171113	whois.asn	string
20171113	whois.name	null
20171113	whois.name	string
