20210626	geo.lat	number
20210626	geo.long	number
20210626	inv.blockperhour	number
20210626	inv.invperhour	number
20210626	inv.meandelayblock	number
20210626	inv.meandelay	number
20210626	inv.txperhour	number
20210626	ip.tunnelclient	string
20210626	ip.tunnel	string
20210626	ip.version	number
20210626	lastConnect	string
20210626	latency.btc.count	number
20210626	latency.btc.mean	number
20210626	latency.btc.median	number
20210626	latency.btc.variance	number
20210626	latency.icmp.count	number
20210626	latency.icmp.mean	number
20210626	latency.icmp.median	number
20210626	latency.icmp.variance	number
20210626	services	number
20210626	versionid	number
20210626	versionstr	string
20210626	whois.asn_country_code	null
20210626	whois.asn_country_code	string
20210626	whois.asn	null
20210626	whois.asn	string
20210626	whois.name	string
