20180520	geo.lat	number
20180520	geo.long	number
20180520	inv.invperhour	number
20180520	inv.meandelay	number
20180520	ip.tunnelclient	string
20180520	ip.tunnelserver	string
20180520	ip.tunnel	string
20180520	ip.version	number
20180520	lastConnect	string
20180520	latency.btc.count	number
20180520	latency.btc.mean	number
20180520	latency.btc.median	number
20180520	latency.btc.variance	number
20180520	latency.icmp.count	number
20180520	latency.icmp.mean	number
20180520	latency.icmp.median	number
20180520	latency.icmp.variance	number
20180520	services	number
20180520	versionid	number
20180520	versionstr	string
20180520	whois.asn_country_code	null
20180520	whois.asn_country_code	string
20180520	whois.asn	null
20180520	whois.asn	string
20180520	whois.name	null
20180520	whois.name	string
