20190924	geo.lat	number
20190924	geo.long	number
20190924	inv.blockperhour	number
20190924	inv.invperhour	number
20190924	inv.meandelayblock	number
20190924	inv.meandelay	number
20190924	inv.txperhour	number
20190924	ip.tunnelclient	string
20190924	ip.tunnel	string
20190924	ip.version	number
20190924	lastConnect	string
20190924	latency.btc.count	number
20190924	latency.btc.mean	number
20190924	latency.btc.median	number
20190924	latency.btc.variance	number
20190924	latency.icmp.count	number
20190924	latency.icmp.mean	number
20190924	latency.icmp.median	number
20190924	latency.icmp.variance	number
20190924	services	number
20190924	versionid	number
20190924	versionstr	string
20190924	whois.asn_country_code	null
20190924	whois.asn_country_code	string
20190924	whois.asn	null
20190924	whois.asn	string
20190924	whois.name	null
20190924	whois.name	string
