20190715	geo.lat	number
20190715	geo.long	number
20190715	inv.blockperhour	number
20190715	inv.invperhour	number
20190715	inv.meandelayblock	number
20190715	inv.meandelay	number
20190715	inv.txperhour	number
20190715	ip.tunnelclient	string
20190715	ip.tunnel	string
20190715	ip.version	number
20190715	lastConnect	string
20190715	latency.btc.count	number
20190715	latency.btc.mean	number
20190715	latency.btc.median	number
20190715	latency.btc.variance	number
20190715	latency.icmp.count	number
20190715	latency.icmp.mean	number
20190715	latency.icmp.median	number
20190715	latency.icmp.variance	number
20190715	services	number
20190715	versionid	number
20190715	versionstr	string
20190715	whois.asn_country_code	string
20190715	whois.asn	string
20190715	whois.name	null
20190715	whois.name	string
